source,target,weight,abs_weight,Source_names,Target_names
SBEII (OG0009698::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,SBEII (OG0009698::H2_transcript),GAPC (OG0000484::H2_protein)
NA,GAPC (OG0000484::H2_protein),1.0,1.0,NA,GAPC (OG0000484::H2_protein)
NA,GAPC (OG0000484::H2_protein),1.0,1.0,NA,GAPC (OG0000484::H2_protein)
BAM1 (OG0004988::H1_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,BAM1 (OG0004988::H1_transcript),GAPC (OG0000484::H2_protein)
PIF1 (OG0006099::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,PIF1 (OG0006099::H2_transcript),GAPC (OG0000484::H2_protein)
SS2 (OG0008186::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,SS2 (OG0008186::H2_transcript),GAPC (OG0000484::H2_protein)
GAPC (OG0000484::H1_protein),GAPC (OG0000484::H2_protein),1.0,1.0,GAPC (OG0000484::H1_protein),GAPC (OG0000484::H2_protein)
FBA1 (OG0001274::H2_protein),GAPC (OG0000484::H2_protein),1.0,1.0,FBA1 (OG0001274::H2_protein),GAPC (OG0000484::H2_protein)
IPMS2 (OG0002400::H1_protein),GAPC (OG0000484::H2_protein),1.0,1.0,IPMS2 (OG0002400::H1_protein),GAPC (OG0000484::H2_protein)
PCK1 (OG0002610::H1_protein),GAPC (OG0000484::H2_protein),1.0,1.0,PCK1 (OG0002610::H1_protein),GAPC (OG0000484::H2_protein)
KAT1 (OG0002639::H2_protein),GAPC (OG0000484::H2_protein),1.0,1.0,KAT1 (OG0002639::H2_protein),GAPC (OG0000484::H2_protein)
ASP3 (OG0002883::H2_protein),GAPC (OG0000484::H2_protein),1.0,1.0,ASP3 (OG0002883::H2_protein),GAPC (OG0000484::H2_protein)
At3g47520 (OG0004070::H2_protein),GAPC (OG0000484::H2_protein),1.0,1.0,At3g47520 (OG0004070::H2_protein),GAPC (OG0000484::H2_protein)
PGI1 (OG0005360::H2_protein),GAPC (OG0000484::H2_protein),1.0,1.0,PGI1 (OG0005360::H2_protein),GAPC (OG0000484::H2_protein)
GAPA (OG0006112::H2_protein),GAPC (OG0000484::H2_protein),1.0,1.0,GAPA (OG0006112::H2_protein),GAPC (OG0000484::H2_protein)
NA,GAPC (OG0000484::H2_protein),1.0,1.0,NA,GAPC (OG0000484::H2_protein)
PCK1 (OG0002610::H2_protein),GAPC (OG0000484::H2_protein),1.0,1.0,PCK1 (OG0002610::H2_protein),GAPC (OG0000484::H2_protein)
NA,GAPC (OG0000484::H2_protein),1.0,1.0,NA,GAPC (OG0000484::H2_protein)
NA,GAPC (OG0000484::H2_protein),1.0,1.0,NA,GAPC (OG0000484::H2_protein)
Asparagine,GAPC (OG0000484::H2_protein),1.0,1.0,Asparagine,GAPC (OG0000484::H2_protein)
Putresceine,GAPC (OG0000484::H2_protein),1.0,1.0,Putresceine,GAPC (OG0000484::H2_protein)
Succinate,GAPC (OG0000484::H2_protein),1.0,1.0,Succinate,GAPC (OG0000484::H2_protein)
MD1 (OG0001880::H2_transcript),At4g37840 (OG0001227::H2_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),At4g37840 (OG0001227::H2_protein)
RBCS (OG0002035::H1_transcript),At4g37840 (OG0001227::H2_protein),1.0,1.0,RBCS (OG0002035::H1_transcript),At4g37840 (OG0001227::H2_protein)
GDCST (OG0003754::H2_transcript),At4g37840 (OG0001227::H2_protein),1.0,1.0,GDCST (OG0003754::H2_transcript),At4g37840 (OG0001227::H2_protein)
CTIMC (OG0003945::H1_transcript),At4g37840 (OG0001227::H2_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),At4g37840 (OG0001227::H2_protein)
NA,At4g37840 (OG0001227::H2_protein),1.0,1.0,NA,At4g37840 (OG0001227::H2_protein)
PGI1 (OG0005360::H2_protein),At4g37840 (OG0001227::H2_protein),1.0,1.0,PGI1 (OG0005360::H2_protein),At4g37840 (OG0001227::H2_protein)
NA,At4g37840 (OG0001227::H2_protein),1.0,1.0,NA,At4g37840 (OG0001227::H2_protein)
PCK1 (OG0002610::H2_protein),At4g37840 (OG0001227::H2_protein),1.0,1.0,PCK1 (OG0002610::H2_protein),At4g37840 (OG0001227::H2_protein)
NA,At4g37840 (OG0001227::H2_protein),1.0,1.0,NA,At4g37840 (OG0001227::H2_protein)
NA,At4g37840 (OG0001227::H2_protein),1.0,1.0,NA,At4g37840 (OG0001227::H2_protein)
Succinate,At4g37840 (OG0001227::H2_protein),1.0,1.0,Succinate,At4g37840 (OG0001227::H2_protein)
MD1 (OG0001880::H2_transcript),FBA1 (OG0001274::H2_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),FBA1 (OG0001274::H2_protein)
TFIIB2 (OG0001924::H1_transcript),FBA1 (OG0001274::H2_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),FBA1 (OG0001274::H2_protein)
RFS1 (OG0002029::H1_transcript),FBA1 (OG0001274::H2_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),FBA1 (OG0001274::H2_protein)
RBCS (OG0002035::H1_transcript),FBA1 (OG0001274::H2_protein),1.0,1.0,RBCS (OG0002035::H1_transcript),FBA1 (OG0001274::H2_protein)
GDCST (OG0003754::H2_transcript),FBA1 (OG0001274::H2_protein),1.0,1.0,GDCST (OG0003754::H2_transcript),FBA1 (OG0001274::H2_protein)
CTIMC (OG0003945::H1_transcript),FBA1 (OG0001274::H2_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),FBA1 (OG0001274::H2_protein)
SS2 (OG0008186::H2_transcript),FBA1 (OG0001274::H2_protein),1.0,1.0,SS2 (OG0008186::H2_transcript),FBA1 (OG0001274::H2_protein)
GAPC (OG0000484::H2_protein),FBA1 (OG0001274::H2_protein),1.0,1.0,GAPC (OG0000484::H2_protein),FBA1 (OG0001274::H2_protein)
IPMS2 (OG0002400::H1_protein),FBA1 (OG0001274::H2_protein),1.0,1.0,IPMS2 (OG0002400::H1_protein),FBA1 (OG0001274::H2_protein)
PCK1 (OG0002610::H1_protein),FBA1 (OG0001274::H2_protein),1.0,1.0,PCK1 (OG0002610::H1_protein),FBA1 (OG0001274::H2_protein)
PGI1 (OG0005360::H2_protein),FBA1 (OG0001274::H2_protein),1.0,1.0,PGI1 (OG0005360::H2_protein),FBA1 (OG0001274::H2_protein)
NA,FBA1 (OG0001274::H2_protein),1.0,1.0,NA,FBA1 (OG0001274::H2_protein)
PCK1 (OG0002610::H2_protein),FBA1 (OG0001274::H2_protein),1.0,1.0,PCK1 (OG0002610::H2_protein),FBA1 (OG0001274::H2_protein)
NA,FBA1 (OG0001274::H2_protein),1.0,1.0,NA,FBA1 (OG0001274::H2_protein)
NA,FBA1 (OG0001274::H2_protein),1.0,1.0,NA,FBA1 (OG0001274::H2_protein)
Putresceine,FBA1 (OG0001274::H2_protein),1.0,1.0,Putresceine,FBA1 (OG0001274::H2_protein)
Succinate,FBA1 (OG0001274::H2_protein),1.0,1.0,Succinate,FBA1 (OG0001274::H2_protein)
BGAL1 (OG0000198::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,BGAL1 (OG0000198::H2_transcript),IPMS2 (OG0002400::H1_protein)
ACO1 (OG0001386::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,ACO1 (OG0001386::H2_transcript),IPMS2 (OG0002400::H1_protein)
MD1 (OG0001880::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),IPMS2 (OG0002400::H1_protein)
TFIIB2 (OG0001924::H1_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),IPMS2 (OG0002400::H1_protein)
RFS1 (OG0002029::H1_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),IPMS2 (OG0002400::H1_protein)
RBCS (OG0002035::H1_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,RBCS (OG0002035::H1_transcript),IPMS2 (OG0002400::H1_protein)
GDCST (OG0003754::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,GDCST (OG0003754::H2_transcript),IPMS2 (OG0002400::H1_protein)
WAXY (OG0003871::H1_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,WAXY (OG0003871::H1_transcript),IPMS2 (OG0002400::H1_protein)
CTIMC (OG0003945::H1_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),IPMS2 (OG0002400::H1_protein)
GWD3 (OG0004784::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,GWD3 (OG0004784::H2_transcript),IPMS2 (OG0002400::H1_protein)
DJ1D (OG0007013::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,DJ1D (OG0007013::H2_transcript),IPMS2 (OG0002400::H1_protein)
ADHIII (OG0008025::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,ADHIII (OG0008025::H2_transcript),IPMS2 (OG0002400::H1_protein)
NA,IPMS2 (OG0002400::H1_protein),1.0,1.0,NA,IPMS2 (OG0002400::H1_protein)
NA,IPMS2 (OG0002400::H1_protein),1.0,1.0,NA,IPMS2 (OG0002400::H1_protein)
PHO1 (OG0004814::H1_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,PHO1 (OG0004814::H1_transcript),IPMS2 (OG0002400::H1_protein)
BAM1 (OG0004988::H1_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,BAM1 (OG0004988::H1_transcript),IPMS2 (OG0002400::H1_protein)
PIF1 (OG0006099::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,PIF1 (OG0006099::H2_transcript),IPMS2 (OG0002400::H1_protein)
GWD3 (OG0007193::H1_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,GWD3 (OG0007193::H1_transcript),IPMS2 (OG0002400::H1_protein)
SS2 (OG0008186::H2_transcript),IPMS2 (OG0002400::H1_protein),1.0,1.0,SS2 (OG0008186::H2_transcript),IPMS2 (OG0002400::H1_protein)
GAPC (OG0000484::H2_protein),IPMS2 (OG0002400::H1_protein),1.0,1.0,GAPC (OG0000484::H2_protein),IPMS2 (OG0002400::H1_protein)
FBA1 (OG0001274::H2_protein),IPMS2 (OG0002400::H1_protein),1.0,1.0,FBA1 (OG0001274::H2_protein),IPMS2 (OG0002400::H1_protein)
PCK1 (OG0002610::H1_protein),IPMS2 (OG0002400::H1_protein),1.0,1.0,PCK1 (OG0002610::H1_protein),IPMS2 (OG0002400::H1_protein)
KAT1 (OG0002639::H2_protein),IPMS2 (OG0002400::H1_protein),1.0,1.0,KAT1 (OG0002639::H2_protein),IPMS2 (OG0002400::H1_protein)
At3g47520 (OG0004070::H2_protein),IPMS2 (OG0002400::H1_protein),1.0,1.0,At3g47520 (OG0004070::H2_protein),IPMS2 (OG0002400::H1_protein)
PGI1 (OG0005360::H2_protein),IPMS2 (OG0002400::H1_protein),1.0,1.0,PGI1 (OG0005360::H2_protein),IPMS2 (OG0002400::H1_protein)
GAPA (OG0006112::H2_protein),IPMS2 (OG0002400::H1_protein),1.0,1.0,GAPA (OG0006112::H2_protein),IPMS2 (OG0002400::H1_protein)
NA,IPMS2 (OG0002400::H1_protein),1.0,1.0,NA,IPMS2 (OG0002400::H1_protein)
PCK1 (OG0002610::H2_protein),IPMS2 (OG0002400::H1_protein),1.0,1.0,PCK1 (OG0002610::H2_protein),IPMS2 (OG0002400::H1_protein)
NA,IPMS2 (OG0002400::H1_protein),1.0,1.0,NA,IPMS2 (OG0002400::H1_protein)
NA,IPMS2 (OG0002400::H1_protein),1.0,1.0,NA,IPMS2 (OG0002400::H1_protein)
Asparagine,IPMS2 (OG0002400::H1_protein),1.0,1.0,Asparagine,IPMS2 (OG0002400::H1_protein)
Putresceine,IPMS2 (OG0002400::H1_protein),1.0,1.0,Putresceine,IPMS2 (OG0002400::H1_protein)
Succinate,IPMS2 (OG0002400::H1_protein),1.0,1.0,Succinate,IPMS2 (OG0002400::H1_protein)
BGAL1 (OG0000198::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,BGAL1 (OG0000198::H2_transcript),PCK1 (OG0002610::H1_protein)
ACO1 (OG0001386::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,ACO1 (OG0001386::H2_transcript),PCK1 (OG0002610::H1_protein)
MD1 (OG0001880::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),PCK1 (OG0002610::H1_protein)
TFIIB2 (OG0001924::H1_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),PCK1 (OG0002610::H1_protein)
RFS1 (OG0002029::H1_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),PCK1 (OG0002610::H1_protein)
RBCS (OG0002035::H1_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,RBCS (OG0002035::H1_transcript),PCK1 (OG0002610::H1_protein)
GDCST (OG0003754::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,GDCST (OG0003754::H2_transcript),PCK1 (OG0002610::H1_protein)
WAXY (OG0003871::H1_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,WAXY (OG0003871::H1_transcript),PCK1 (OG0002610::H1_protein)
CTIMC (OG0003945::H1_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),PCK1 (OG0002610::H1_protein)
DJ1D (OG0007013::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,DJ1D (OG0007013::H2_transcript),PCK1 (OG0002610::H1_protein)
ADHIII (OG0008025::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,ADHIII (OG0008025::H2_transcript),PCK1 (OG0002610::H1_protein)
SBEII (OG0009698::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,SBEII (OG0009698::H2_transcript),PCK1 (OG0002610::H1_protein)
NA,PCK1 (OG0002610::H1_protein),1.0,1.0,NA,PCK1 (OG0002610::H1_protein)
NA,PCK1 (OG0002610::H1_protein),1.0,1.0,NA,PCK1 (OG0002610::H1_protein)
PHO1 (OG0004814::H1_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,PHO1 (OG0004814::H1_transcript),PCK1 (OG0002610::H1_protein)
BAM1 (OG0004988::H1_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,BAM1 (OG0004988::H1_transcript),PCK1 (OG0002610::H1_protein)
PIF1 (OG0006099::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,PIF1 (OG0006099::H2_transcript),PCK1 (OG0002610::H1_protein)
GWD3 (OG0007193::H1_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,GWD3 (OG0007193::H1_transcript),PCK1 (OG0002610::H1_protein)
SS2 (OG0008186::H2_transcript),PCK1 (OG0002610::H1_protein),1.0,1.0,SS2 (OG0008186::H2_transcript),PCK1 (OG0002610::H1_protein)
GAPC (OG0000484::H1_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,GAPC (OG0000484::H1_protein),PCK1 (OG0002610::H1_protein)
GAPC (OG0000484::H2_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,GAPC (OG0000484::H2_protein),PCK1 (OG0002610::H1_protein)
FBA1 (OG0001274::H2_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,FBA1 (OG0001274::H2_protein),PCK1 (OG0002610::H1_protein)
IPMS2 (OG0002400::H1_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,IPMS2 (OG0002400::H1_protein),PCK1 (OG0002610::H1_protein)
KAT1 (OG0002639::H2_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,KAT1 (OG0002639::H2_protein),PCK1 (OG0002610::H1_protein)
ASP3 (OG0002883::H2_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,ASP3 (OG0002883::H2_protein),PCK1 (OG0002610::H1_protein)
At3g47520 (OG0004070::H2_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,At3g47520 (OG0004070::H2_protein),PCK1 (OG0002610::H1_protein)
PGI1 (OG0005360::H2_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,PGI1 (OG0005360::H2_protein),PCK1 (OG0002610::H1_protein)
GAPA (OG0006112::H2_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,GAPA (OG0006112::H2_protein),PCK1 (OG0002610::H1_protein)
NA,PCK1 (OG0002610::H1_protein),1.0,1.0,NA,PCK1 (OG0002610::H1_protein)
PCK1 (OG0002610::H2_protein),PCK1 (OG0002610::H1_protein),1.0,1.0,PCK1 (OG0002610::H2_protein),PCK1 (OG0002610::H1_protein)
NA,PCK1 (OG0002610::H1_protein),1.0,1.0,NA,PCK1 (OG0002610::H1_protein)
NA,PCK1 (OG0002610::H1_protein),1.0,1.0,NA,PCK1 (OG0002610::H1_protein)
Asparagine,PCK1 (OG0002610::H1_protein),1.0,1.0,Asparagine,PCK1 (OG0002610::H1_protein)
Putresceine,PCK1 (OG0002610::H1_protein),1.0,1.0,Putresceine,PCK1 (OG0002610::H1_protein)
Succinate,PCK1 (OG0002610::H1_protein),1.0,1.0,Succinate,PCK1 (OG0002610::H1_protein)
BGAL1 (OG0000198::H2_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,BGAL1 (OG0000198::H2_transcript),KAT1 (OG0002639::H2_protein)
MD1 (OG0001880::H2_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),KAT1 (OG0002639::H2_protein)
TFIIB2 (OG0001924::H1_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),KAT1 (OG0002639::H2_protein)
RFS1 (OG0002029::H1_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),KAT1 (OG0002639::H2_protein)
RBCS (OG0002035::H1_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,RBCS (OG0002035::H1_transcript),KAT1 (OG0002639::H2_protein)
GDCST (OG0003754::H2_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,GDCST (OG0003754::H2_transcript),KAT1 (OG0002639::H2_protein)
WAXY (OG0003871::H1_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,WAXY (OG0003871::H1_transcript),KAT1 (OG0002639::H2_protein)
CTIMC (OG0003945::H1_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),KAT1 (OG0002639::H2_protein)
DJ1D (OG0007013::H2_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,DJ1D (OG0007013::H2_transcript),KAT1 (OG0002639::H2_protein)
ADHIII (OG0008025::H2_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,ADHIII (OG0008025::H2_transcript),KAT1 (OG0002639::H2_protein)
NA,KAT1 (OG0002639::H2_protein),1.0,1.0,NA,KAT1 (OG0002639::H2_protein)
NA,KAT1 (OG0002639::H2_protein),1.0,1.0,NA,KAT1 (OG0002639::H2_protein)
BAM1 (OG0004988::H1_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,BAM1 (OG0004988::H1_transcript),KAT1 (OG0002639::H2_protein)
GWD3 (OG0007193::H1_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,GWD3 (OG0007193::H1_transcript),KAT1 (OG0002639::H2_protein)
SS2 (OG0008186::H2_transcript),KAT1 (OG0002639::H2_protein),1.0,1.0,SS2 (OG0008186::H2_transcript),KAT1 (OG0002639::H2_protein)
GAPC (OG0000484::H2_protein),KAT1 (OG0002639::H2_protein),1.0,1.0,GAPC (OG0000484::H2_protein),KAT1 (OG0002639::H2_protein)
IPMS2 (OG0002400::H1_protein),KAT1 (OG0002639::H2_protein),1.0,1.0,IPMS2 (OG0002400::H1_protein),KAT1 (OG0002639::H2_protein)
PCK1 (OG0002610::H1_protein),KAT1 (OG0002639::H2_protein),1.0,1.0,PCK1 (OG0002610::H1_protein),KAT1 (OG0002639::H2_protein)
At3g47520 (OG0004070::H2_protein),KAT1 (OG0002639::H2_protein),1.0,1.0,At3g47520 (OG0004070::H2_protein),KAT1 (OG0002639::H2_protein)
PGI1 (OG0005360::H2_protein),KAT1 (OG0002639::H2_protein),1.0,1.0,PGI1 (OG0005360::H2_protein),KAT1 (OG0002639::H2_protein)
GAPA (OG0006112::H2_protein),KAT1 (OG0002639::H2_protein),1.0,1.0,GAPA (OG0006112::H2_protein),KAT1 (OG0002639::H2_protein)
NA,KAT1 (OG0002639::H2_protein),1.0,1.0,NA,KAT1 (OG0002639::H2_protein)
PCK1 (OG0002610::H2_protein),KAT1 (OG0002639::H2_protein),1.0,1.0,PCK1 (OG0002610::H2_protein),KAT1 (OG0002639::H2_protein)
NA,KAT1 (OG0002639::H2_protein),1.0,1.0,NA,KAT1 (OG0002639::H2_protein)
NA,KAT1 (OG0002639::H2_protein),1.0,1.0,NA,KAT1 (OG0002639::H2_protein)
Asparagine,KAT1 (OG0002639::H2_protein),1.0,1.0,Asparagine,KAT1 (OG0002639::H2_protein)
Putresceine,KAT1 (OG0002639::H2_protein),1.0,1.0,Putresceine,KAT1 (OG0002639::H2_protein)
Succinate,KAT1 (OG0002639::H2_protein),1.0,1.0,Succinate,KAT1 (OG0002639::H2_protein)
MD1 (OG0001880::H2_transcript),ASP3 (OG0002883::H2_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),ASP3 (OG0002883::H2_protein)
TFIIB2 (OG0001924::H1_transcript),ASP3 (OG0002883::H2_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),ASP3 (OG0002883::H2_protein)
RFS1 (OG0002029::H1_transcript),ASP3 (OG0002883::H2_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),ASP3 (OG0002883::H2_protein)
CTIMC (OG0003945::H1_transcript),ASP3 (OG0002883::H2_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),ASP3 (OG0002883::H2_protein)
GAPC (OG0000484::H2_protein),ASP3 (OG0002883::H2_protein),1.0,1.0,GAPC (OG0000484::H2_protein),ASP3 (OG0002883::H2_protein)
PCK1 (OG0002610::H1_protein),ASP3 (OG0002883::H2_protein),1.0,1.0,PCK1 (OG0002610::H1_protein),ASP3 (OG0002883::H2_protein)
NA,ASP3 (OG0002883::H2_protein),1.0,1.0,NA,ASP3 (OG0002883::H2_protein)
NA,ASP3 (OG0002883::H2_protein),1.0,1.0,NA,ASP3 (OG0002883::H2_protein)
Succinate,ASP3 (OG0002883::H2_protein),1.0,1.0,Succinate,ASP3 (OG0002883::H2_protein)
BGAL1 (OG0000198::H2_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,BGAL1 (OG0000198::H2_transcript),At3g47520 (OG0004070::H2_protein)
MD1 (OG0001880::H2_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),At3g47520 (OG0004070::H2_protein)
TFIIB2 (OG0001924::H1_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),At3g47520 (OG0004070::H2_protein)
RFS1 (OG0002029::H1_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),At3g47520 (OG0004070::H2_protein)
RBCS (OG0002035::H1_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,RBCS (OG0002035::H1_transcript),At3g47520 (OG0004070::H2_protein)
GDCST (OG0003754::H2_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,GDCST (OG0003754::H2_transcript),At3g47520 (OG0004070::H2_protein)
WAXY (OG0003871::H1_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,WAXY (OG0003871::H1_transcript),At3g47520 (OG0004070::H2_protein)
CTIMC (OG0003945::H1_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),At3g47520 (OG0004070::H2_protein)
DJ1D (OG0007013::H2_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,DJ1D (OG0007013::H2_transcript),At3g47520 (OG0004070::H2_protein)
NA,At3g47520 (OG0004070::H2_protein),1.0,1.0,NA,At3g47520 (OG0004070::H2_protein)
NA,At3g47520 (OG0004070::H2_protein),1.0,1.0,NA,At3g47520 (OG0004070::H2_protein)
BAM1 (OG0004988::H1_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,BAM1 (OG0004988::H1_transcript),At3g47520 (OG0004070::H2_protein)
SS2 (OG0008186::H2_transcript),At3g47520 (OG0004070::H2_protein),1.0,1.0,SS2 (OG0008186::H2_transcript),At3g47520 (OG0004070::H2_protein)
GAPC (OG0000484::H2_protein),At3g47520 (OG0004070::H2_protein),1.0,1.0,GAPC (OG0000484::H2_protein),At3g47520 (OG0004070::H2_protein)
IPMS2 (OG0002400::H1_protein),At3g47520 (OG0004070::H2_protein),1.0,1.0,IPMS2 (OG0002400::H1_protein),At3g47520 (OG0004070::H2_protein)
PCK1 (OG0002610::H1_protein),At3g47520 (OG0004070::H2_protein),1.0,1.0,PCK1 (OG0002610::H1_protein),At3g47520 (OG0004070::H2_protein)
KAT1 (OG0002639::H2_protein),At3g47520 (OG0004070::H2_protein),1.0,1.0,KAT1 (OG0002639::H2_protein),At3g47520 (OG0004070::H2_protein)
NA,At3g47520 (OG0004070::H2_protein),1.0,1.0,NA,At3g47520 (OG0004070::H2_protein)
PCK1 (OG0002610::H2_protein),At3g47520 (OG0004070::H2_protein),1.0,1.0,PCK1 (OG0002610::H2_protein),At3g47520 (OG0004070::H2_protein)
NA,At3g47520 (OG0004070::H2_protein),1.0,1.0,NA,At3g47520 (OG0004070::H2_protein)
NA,At3g47520 (OG0004070::H2_protein),1.0,1.0,NA,At3g47520 (OG0004070::H2_protein)
Asparagine,At3g47520 (OG0004070::H2_protein),1.0,1.0,Asparagine,At3g47520 (OG0004070::H2_protein)
Putresceine,At3g47520 (OG0004070::H2_protein),1.0,1.0,Putresceine,At3g47520 (OG0004070::H2_protein)
Succinate,At3g47520 (OG0004070::H2_protein),1.0,1.0,Succinate,At3g47520 (OG0004070::H2_protein)
MD1 (OG0001880::H2_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),PGI1 (OG0005360::H2_protein)
TFIIB2 (OG0001924::H1_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),PGI1 (OG0005360::H2_protein)
RFS1 (OG0002029::H1_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),PGI1 (OG0005360::H2_protein)
RBCS (OG0002035::H1_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,RBCS (OG0002035::H1_transcript),PGI1 (OG0005360::H2_protein)
GDCST (OG0003754::H2_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,GDCST (OG0003754::H2_transcript),PGI1 (OG0005360::H2_protein)
WAXY (OG0003871::H1_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,WAXY (OG0003871::H1_transcript),PGI1 (OG0005360::H2_protein)
CTIMC (OG0003945::H1_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),PGI1 (OG0005360::H2_protein)
DJ1D (OG0007013::H2_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,DJ1D (OG0007013::H2_transcript),PGI1 (OG0005360::H2_protein)
ADHIII (OG0008025::H2_transcript),PGI1 (OG0005360::H2_protein),1.0,1.0,ADHIII (OG0008025::H2_transcript),PGI1 (OG0005360::H2_protein)
